Title,Year,Authors,Venue,Citation Count,Scholar URL,Abstract
HERO: Heterogeneous Continual Graph Learning via Meta-Knowledge Distillation,2025,"G Sun, X Zhang, J Ni, D Song","arXiv preprint arXiv:2505.17458 , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:f2IySw72cVMC,"Heterogeneous graph neural networks have seen rapid progress in web applications such as social networks, knowledge graphs, and recommendation systems, driven by the inherent heterogeneity of web data. However, existing methods typically assume static graphs, while real-world graphs are continuously evolving. This dynamic nature requires models to adapt to new data while preserving existing knowledge. To this end, this work introduces HERO (HEterogeneous continual gRaph learning via meta-knOwledge distillation), a unified framework for continual learning on heterogeneous graphs. HERO employs meta-adaptation, a gradient-based meta-learning strategy that provides directional guidance for rapid adaptation to new tasks with limited samples. To enable efficient and effective knowledge reuse, we propose DiSCo (Diversity Sampling with semantic Consistency), a heterogeneity-aware sampling method that maximizes target node diversity and expands subgraphs along metapaths, retaining critical semantic and structural information with minimal overhead. Furthermore, HERO incorporates heterogeneity-aware knowledge distillation, which aligns knowledge at both the node and semantic levels to balance adaptation and retention across tasks. Extensive experiments on four web-related heterogeneous graph benchmarks demonstrate that HERO substantially mitigates catastrophic forgetting while achieving efficient and consistent knowledge reuse in dynamic web environments."
Interpreting convolutional sequence model by learning local and resolution-controllable prototypes,2024,"J Ni, Z Chen, W Cheng, B Zong, H Chen","US Patent App. 18/479,385 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:g5m5HwL7SMYC,"2023-10-02 Assigned to NEC LABORATORIES AMERICA, INC. reassignment NEC LABORATORIES AMERICA, INC. ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: CHEN, Zhengzhang, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO, ZONG, BO"
Interpreting convolutional sequence model by learning local and resolution-controllable prototypes,2024,"J Ni, Z Chen, W Cheng, B Zong, H Chen","US Patent App. 18/479,326 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:M05iB0D1s5AC,"2023-10-02 Assigned to NEC LABORATORIES AMERICA, INC. reassignment NEC LABORATORIES AMERICA, INC. ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: CHEN, Zhengzhang, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO, ZONG, BO"
Interpreting convolutional sequence model by learning local and resolution-controllable prototypes,2024,"J Ni, Z Chen, W Cheng, B Zong, H Chen","US Patent App. 18/479,372 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:ldfaerwXgEUC,"2023-10-02 Assigned to NEC LABORATORIES AMERICA, INC. reassignment NEC LABORATORIES AMERICA, INC. ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: CHEN, Zhengzhang, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO, ZONG, BO 2023-10-20 Assigned to NEC LABORATORIES AMERICA, INC. reassignment NEC LABORATORIES AMERICA, INC. CORRECTIVE ASSIGNMENT TO CORRECT THE APPLICATION NUMBER 18479373 SHOULD BE REPLACED WITH APPLICATION NUMBER 18479372 PREVIOUSLY RECORDED AT REEL: 065094 FRAME: 0807. ASSIGNOR (S) HEREBY CONFIRMS THE ASSIGNMENT. Assignors: CHEN, Zhengzhang, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO, ZONG, BO"
Medical event prediction using a personalized dual-channel combiner network,2024,"J Ni, W Cheng, H Chen, T Asakura","US Patent App. 18/370,074 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:70eg2SAEIzsC,"2023-10-05 Assigned to NEC CORPORATION, NEC LABORATORIES AMERICA, INC. reassignment NEC CORPORATION ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: ASAKURA, TAKAYOSHI, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO"
Medical Event Prediction Using a Personalized Dual-Channel Combiner Network,2024,"J Ni, W Cheng, H Chen, T Asakura","US Patent App. 18/370,049 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:lSLTfruPkqcC,"2023-10-05 Assigned to NEC CORPORATION, NEC LABORATORIES AMERICA, INC. reassignment NEC CORPORATION ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: ASAKURA, TAKAYOSHI, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO"
Medical event prediction using a personalized dual-channel combiner network,2024,"J Ni, W Cheng, H Chen, T Asakura","US Patent App. 18/370,062 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rH9MTZMAAAAJ&pagesize=100&citation_for_view=rH9MTZMAAAAJ:J_g5lzvAfSwC,"2023-10-05 Assigned to NEC LABORATORIES AMERICA, INC., NEC CORPORATION reassignment NEC LABORATORIES AMERICA, INC. ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: ASAKURA, TAKAYOSHI, CHEN, HAIFENG, CHENG, WEI, NI, JINGCHAO"
Proactive Conversational Agents in the Post-ChatGPT World,2023,"L Liao, GH Yang, C Shah","Proceedings of the 46th International ACM SIGIR Conference on Research and … , 2023",137,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:t5t9nzMiR1QC,"ChatGPT and similar large language model (LLM) based conversational agents have brought shock waves to the research world. Although astonished by their human-like performance, we find they share a significant weakness with many other existing conversational agents in that they all take a passive approach in responding to user queries. This limits their capacity to understand the users and the task better and to offer recommendations based on a broader context than a given conversation. Proactiveness is still missing in these agents, including their ability to initiate a conversation, shift topics, or offer recommendations that take into account a more extensive context. To address this limitation, this tutorial reviews methods for equipping conversational agents with proactive interaction abilities. The full-day tutorial is divided into four parts, including multiple interactive exercises. We will begin the tutorial with an …"
Towards human-centered proactive conversational agents,2024,"Y Deng, L Liao, Z Zheng, GH Yang, TS Chua","Proceedings of the 47th International ACM SIGIR Conference on Research and … , 2024",99,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:FGlqWXlxCNkC,"Recent research on proactive conversational agents (PCAs) mainly focuses on improving the system's capabilities in anticipating and planning action sequences to accomplish tasks and achieve goals before users articulate their requests. This perspectives paper highlights the importance of moving towards building human-centered PCAs that emphasize human needs and expectations, and that considers ethical and social implications of these agents, rather than solely focusing on technological capabilities. The distinction between a proactive and a reactive system lies in the proactive system's initiative-taking nature. Without thoughtful design, proactive systems risk being perceived as intrusive by human users. We address the issue by establishing a new taxonomy concerning three key dimensions of human-centered PCAs, namely Intelligence, Adaptivity, and Civility. We discuss potential research opportunities …"
Proceedings of the 47th International ACM SIGIR conference on research and development in information retrieval,2024,"GH Yang, H Wang, S Han, C Hauff, G Zuccon, Y Zhang","ACM , 2024",73,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:8BwKzHq_VgYC,"This year’s SIGIR is an in-person conference. We believe that an in-person conference is beneficial for several reasons: it fosters direct engagement and networking opportunities, enhances the exchange of research ideas, contributes to a more dynamic and productive conference experience, and nurtures our research community by welcoming newcomers, providing them with the opportunity to become acquainted with SIGIR traditions. This decision has not been made lightly. We understand the challenges that can pose in the aftermath of a pandemic and amidst the uncertainties of the world around us. To accommodate those who cannot attend, we have implemented a series of measures such as proxy presenters, livestreaming, and recording sessions. These steps are taken to ensure that everyone has access to the valuable content that the conference offers. This year's conference encompasses five days filled with sessions on full papers, short papers, resource and reproducibility papers, perspective papers, and system demonstrations. The agenda also includes a doctoral consortium, a variety of tutorials, and specialized workshops designed to further research and development in information retrieval. Additionally, the conference features the prestigious Salton Award ceremony, a two-day industry track (SIRIP), a dedicated government day, and a special focus on Large Language Models. Diversity, equity, and inclusion (DEI) initiatives are prominently featured with events such as Women in IR, a student luncheon, a welcome reception, and a formal banquet. This year's event also highlights a comprehensive summary of submissions …"
Proactive Conversational AI: A Comprehensive Survey of Advancements and Opportunities,2025,"Y Deng, L Liao, W Lei, G Yang, W Lam, TS Chua","ACM Transactions on Information Systems , 2025",59,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:_sH1KHQ1xKcC,"Dialogue systems are designed to offer human users social support or functional services through natural language interactions. Traditional conversation research has put significant emphasis on a system’s response-ability, including its capacity to understand dialogue context and generate appropriate responses. However, the key element of proactive behavior—a crucial aspect of intelligent conversations—is often overlooked in these studies. Proactivity empowers conversational agents to lead conversations towards achieving pre-defined targets or fulfilling specific goals on the system side. Proactive dialogue systems are equipped with advanced techniques to handle complex tasks, requiring strategic and motivational interactions, thus representing a significant step towards artificial general intelligence. Motivated by the necessity and challenges of building proactive dialogue systems, we provide a …"
Proactive conversational agents,2023,"L Liao, GH Yang, C Shah","Proceedings of the Sixteenth ACM International Conference on Web Search and … , 2023",37,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:4kG_yR6n1dAC,"Conversational agents, or commonly known as dialogue systems, have gained escalating popularity in recent years. Their widespread applications support conversational interactions with users and accomplishing various tasks as personal assistants. However, one key weakness in existing conversational agents is that they only learn to passively answer user queries via training on pre-collected and manually-labeled data. Such passiveness makes the interaction modeling and system-building process relatively easier, but it largely hinders the possibility of being human-like hence lowering the user engagement level. In this tutorial, we introduce and discuss methods to equip conversational agents with the ability to interact with end users in a more proactive way. This three-hour tutorial is divided into three parts and includes two interactive exercises. It reviews and presents recent advancements on the topic …"
AgentIR: 1st Workshop on Agent-based Information Retrieval,2024,"Q Cai, X Zhao, L Pan, X Xin, J Huang, W Zhang, L Zhao, D Yin, GH Yang","Proceedings of the 47th International ACM SIGIR Conference on Research and … , 2024",5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:AyW1NBs4p6IC,"Information retrieval (IR) systems have become an essential component in modern society to help users find useful information, which consists of a series of processes including query expansion, item recall, item ranking and re-ranking, etc. Based on the ranked information list, users can provide their feedbacks. Such an interaction process between users and IR systems can be naturally formulated as a decision-making problem, which can be either one-step or sequential. In the last ten years, deep reinforcement learning (DRL) has become a promising direction for decision-making, since DRL utilizes the high model capacity of deep learning for complex decision-making tasks. On the one hand, there have been emerging research works focusing on leveraging DRL for IR tasks. However, the fundamental information theory under DRL settings, the challenge of RL methods for Industrial IR tasks, or the simulations of …"
Sequencing Matters: A Generate-Retrieve-Generate Model for Building Conversational Agents,2023,"Q Patwardhan, GH Yang","arXiv preprint arXiv:2311.09513 , 2023",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:B9zx5l6rxUEC,"This paper contains what the Georgetown InfoSense group has done in regard to solving the challenges presented by TREC iKAT 2023. Our submitted runs outperform the median runs by a significant margin, exhibiting superior performance in nDCG across various cut numbers and in overall success rate. Our approach uses a Generate-Retrieve-Generate method, which we've found to greatly outpace Retrieve-Then-Generate approaches for the purposes of iKAT. Our solution involves the use of Large Language Models (LLMs) for initial answers, answer grounding by BM25, passage quality filtering by logistic regression, and answer generation by LLMs again. We leverage several purpose-built Language Models, including BERT, Chat-based, and text-to-transfer-based models, for text understanding, classification, generation, and summarization. The official results of the TREC evaluation contradict our initial self-evaluation, which may suggest that a decrease in the reliance on our retrieval and classification methods is better. Nonetheless, our findings suggest that the sequence of involving these different components matters, where we see an essentiality of using LLMs before using search engines."
DRL4IR: 4th Workshop on Deep Reinforcement Learning for Information Retrieval,2023,"X Xin, X Zhao, J Huang, W Zhang, L Zhao, D Yin, GH Yang","Proceedings of the 32nd ACM International Conference on Information and … , 2023",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:53CL4OiWbn0C,"\AcIR is one of the most important fields to help users find relevant information. The interaction between IR systems and users can be naturally formulated as a decision-making problem. In the last decade, deep reinforcement learning (DRL) has become a promising direction to utilize the high model capacity of deep learning to improve long-term gains. On the one hand, there have been emerging research works focusing on leveraging DRL for IR tasks while the fundamental information theory under DRL settings, the principle of RL methods for IR tasks, or the experimental evaluation protocols of DRL-based IR systems, has not been deeply investigated. On the other hand, the emerging ChatGPT also provides new insights and challenges for DRL-based IR. Therefore, we propose the fourth DRL4IR workshop1 at CIKM 2023, which provides a venue for both academia researchers and industry practitioners to …"
Pre-trained Models for Search and Recommendation: Introduction to the Special Issue-Part 1,2024,"W Wang, Z Liu, F Feng, Z Dou, Q Ai, GH Yang, D Lian, L Hou, N Craswell, ...","ACM Transactions on Information Systems , 2024",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&pagesize=100&citation_for_view=nafo_HAAAAAJ:IEPzPICaOQQC,"The emergence of pre-trained models, particularly Large Language Models (LLMs) like GPT-4 [14] and Llama [7], has revolutionized the field of information retrieval, driving unprecedented advancements in search and recommendation systems. LLM-empowered AI search [1, 3, 10], based on retrieval-augmented generation paradigms, shows the potential to transform traditional search systems. Recommender systems have also greatly benefited from pre-trained models, ranging from BERT [4] and T5 [15] to LLMs like GPT [14] and Llama [7], all of which have profoundly influenced the technological evolution across various recommendation tasks [13, 16, 24]. Generally speaking, by leveraging their remarkable representation, reasoning, and generalization capabilities, pre-trained models have introduced promising solutions to longstanding challenges in search and recommendation [11, 12, 18, 20]. Their …"
Agentir: 2nd workshop on agent-based information retrieval,2025,"P Jia, Q Cai, X Zhao, L Pan, X Xin, J Huang, W Zhang, L Zhao, D Yin, ...","Proceedings of the 48th International ACM SIGIR Conference on Research and … , 2025",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:pf0VL3QzzAAC,"Information retrieval (IR) systems are essential in modern society, aiding users to efficiently locate relevant information through query expansion, document retrieval, ranking, and re-ranking. User feedback from ranked outputs forms a dynamic interaction loop with IR systems, which can be modeled as either one-time or sequential decision-making problems. Over the past decade, deep reinforcement learning (DRL) has emerged as a promising approach to decision-making, leveraging the high model capacity of deep learning for complex tasks. While significant research has explored the application of DRL to IR tasks, several fundamental challenges remain underexplored, including the underlying information theory in DRL settings, the limitations of reinforcement learning methods for industrial IR applications, and the simulation of DRL-based IR systems. Concurrently, the advent of large language models (LLMs …"
Workshop on Human-Centered Proactive and Personalized Agents for Interactive Information Access,2026,"K Kaur, V Gupta, M Raju, T Roosta, GH Yang, C Shah","Proceedings of the 2026 Conference on Human Information Interaction and … , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:5MWWCdJses0C,"As AI agents become more capable of anticipating intent and taking initiative, the ways humans seek, interpret, and act on information are being quietly reshaped. Yet at the heart of every interaction lies a human—curious, uncertain, and contextually situated, whose goals and boundaries cannot be fully captured by data alone. This workshop centers on the human experience of proactivity and personalization in interactive information access, asking how agents can assist without overriding agency, adapt without imposing assumptions, and anticipate without eroding trust. Building on CHIIR’s tradition of bridging information retrieval and human–computer interaction, the workshop will explore when and how proactivity supports human information behavior – enhancing exploration, sense-making, and learning – and when it risks diminishing transparency or control. Through co-design sessions and participatory …"
FrameRef: A Framing Dataset and Simulation Testbed for Modeling Bounded Rational Information Health,2026,"V De Lima, J Liu, GH Yang","arXiv preprint arXiv:2602.15273 , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:PQm_lTwdG-sC,"Information ecosystems increasingly shape how people internalize exposure to adverse digital experiences, raising concerns about the long-term consequences for information health. In modern search and recommendation systems, ranking and personalization policies play a central role in shaping such exposure and its long-term effects on users. To study these effects in a controlled setting, we present FrameRef, a large-scale dataset of 1,073,740 systematically reframed claims across five framing dimensions: authoritative, consensus, emotional, prestige, and sensationalist, and propose a simulation-based framework for modeling sequential information exposure and reinforcement dynamics characteristic of ranking and recommendation systems. Within this framework, we construct framing-sensitive agent personas by fine-tuning language models with framing-conditioned loss attenuation, inducing targeted biases while preserving overall task competence. Using Monte Carlo trajectory sampling, we show that small, systematic shifts in acceptance and confidence can compound over time, producing substantial divergence in cumulative information health trajectories. Human evaluation further confirms that FrameRef's generated framings measurably affect human judgment. Together, our dataset and framework provide a foundation for systematic information health research through simulation, complementing and informing responsible human-centered research. We release FrameRef, code, documentation, human evaluation data, and persona adapter models at https://github.com/infosenselab/frameref."
Reward-on-the-Line: A Novel Offline Reinforcement Learning Method for Building Legal Conversational Agents,2025,"X Lin, M Wang, GH Yang, D Chen","Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society 8 (2 … , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:FecvS_q01PcC,"Offline reinforcement learning (RL) offers a promising path for training domain-specific conversational agents (CAs) using large-scale historical dialogue data, without the need for costly online interactions or human annotations. In the legal domain, vast amounts of publicly available courtroom transcripts provide a rich and underutilized resource for developing intelligent legal CAs. However, offline training suffers from distribution shift between the learned policy and the behavior policy embedded in the training data, which can degrade agent performance at deployment. We address this challenge with a novel offline RL method, Reward-on-the-Line (ROL), which calibrates rewards based on action-selection agreement among an ensemble of CAs. We apply ROL to the US Supreme Court dataset to demonstrate its effectiveness in learning proactive, legally-informed dialogue strategies from historical court proceedings. To show the broader applicability of our approach, we also evaluate ROL on the CraigslistBargain negotiation dataset. Results in both domains confirm that ROL reduces distribution shift and improves agent performance in unseen dialogue scenarios."
Passage Query Methods for Retrieval and Reranking in Conversational Agents,2025,"V De Lima, GH Yang","arXiv preprint arXiv:2503.00238 , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:qStMeLs7OP8C,"This paper presents our approach to the TREC Interactive Knowledge Assistance Track (iKAT), which focuses on improving conversational information-seeking (CIS) systems. While recent advancements in CIS have improved conversational agents' ability to assist users, significant challenges remain in understanding context and retrieving relevant documents across domains and dialogue turns. To address these issues, we extend the Generate-Retrieve-Generate pipeline by developing passage queries (PQs) that align with the target document's expected format to improve query-document matching during retrieval. We propose two variations of this approach: Weighted Reranking and Short and Long Passages. Each method leverages a Meta Llama model for context understanding and generating queries and responses. Passage ranking evaluation results show that the Short and Long Passages approach outperformed the organizers' baselines, performed best among Llama-based systems in the track, and achieved results comparable to GPT-4-based systems. These results indicate that the method effectively balances efficiency and performance. Findings suggest that PQs improve semantic alignment with target documents and demonstrate their potential to improve multi-turn dialogue systems."
Improving searcher struggle detection via the reversal theory,2024,"J Luo, Y Yang, V Nayak, GH Yang","Discover Computing 27 (1), 51 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:3eH_u9Md8IkC,"Searcher struggle is important feedback to Web search engines. Existing Web search struggle detection methods rely on effort-based features to identify the struggling moments. Their underlying assumption is that the more effort a user spends, the more struggling the user may be. However, studies have shown that this simple association might be incorrect. This paper proposes a new feature modulation method for struggle detection and refers to the Reversal Theory in psychology. Reversal Theory points out that instead of having a static personality trait, people constantly switch between opposite psychological states, complicating the relationship between the efforts they spend and the level of frustration they feel. Supported by the theory, our method modulates the effort-based features based on Reversal Theory’s bi-modal arousal model. After modification, the users’ effort level is better aligned with their …"
Collaborative Research: III: Small: A DREAM Proactive Conversational System,2024,GH Yang,"NSF Award Number 2336768. Directorate for Computer and Information Science … , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nafo_HAAAAAJ&cstart=100&pagesize=100&citation_for_view=nafo_HAAAAAJ:wNiDLpJVIZAC,"Conversational systems, such as smart assistants, are found in many of our everyday devices and contexts, including phones, smart speakers, and various online services. However, most of these systems are reactive. They only respond to what a user asks explicitly. In doing so, they rely on the user asking the right question, which disadvantages those with low information literacy. In addition, situations involving exploratory search, brainstorming, and complex decision-making require a conversation with both sides actively engaged. This project will develop an intelligent conversational agent that can not only reactively answer questions but also conduct two-way, proactive conversations, brainstorm with the user, generate new insights from the ongoing conversation, and make novel contributions to the shared dialogue."
AI-based differential diagnosis of dementia etiologies on multimodal data,2024,"C Xue, SS Kowshik, D Lteif, S Puducheri, VH Jasodanand, OT Zhou, ...","Nature Medicine 30 (10), 2977-2989 , 2024",176,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:maZDTaKrznsC,"Differential diagnosis of dementia remains a challenge in neurology due to symptom overlap across etiologies, yet it is crucial for formulating early, personalized management strategies. Here, we present an artificial intelligence (AI) model that harnesses a broad array of data, including demographics, individual and family medical history, medication use, neuropsychological assessments, functional evaluations and multimodal neuroimaging, to identify the etiologies contributing to dementia in individuals. The study, drawing on 51,269 participants across 9 independent, geographically diverse datasets, facilitated the identification of 10 distinct dementia etiologies. It aligns diagnoses with similar management strategies, ensuring robust predictions even with incomplete data. Our model achieved a microaveraged area under the receiver operating characteristic curve (AUROC) of 0.94 in classifying individuals with …"
Practical disruption of image translation deepfake networks,2023,"N Ruiz, SA Bargal, C Xie, S Sclaroff","Proceedings of the AAAI conference on artificial intelligence 37 (12), 14478 … , 2023",22,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:4JMBOYKVnBMC,"By harnessing the latest advances in deep learning, image-to-image translation architectures have recently achieved impressive capabilities. Unfortunately, the growing representational power of these architectures has prominent unethical uses. Among these, the threats of (1) face manipulation ("" DeepFakes"") used for misinformation or pornographic use (2)"" DeepNude"" manipulations of body images to remove clothes from individuals, etc. Several works tackle the task of disrupting such image translation networks by inserting imperceptible adversarial attacks into the input image. Nevertheless, these works have limitations that may result in disruptions that are not practical in the real world. Specifically, most works generate disruptions in a white-box scenario, assuming perfect knowledge about the image translation network. The few remaining works that assume a black-box scenario require a large number of queries to successfully disrupt the adversary's image translation network. In this work we propose Leaking Transferable Perturbations (LTP), an algorithm that significantly reduces the number of queries needed to disrupt an image translation network by dynamically re-purposing previous disruptions into new query efficient disruptions."
VisDA 2022 challenge: Domain adaptation for industrial waste sorting,2023,"D Bashkirova, S Mishra, D Lteif, P Teterwak, D Kim, F Alladkani, J Akl, ...","NeurIPS 2022 Competition Track, 104-118 , 2023",10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:_Qo2XoVZTnwC,"Label-efficient and reliable semantic segmentation is essential for many real-life applications, especially for industrial settings with high visual diversity, such as waste sorting. In industrial waste sorting, one of the biggest challenges is the extreme diversity of the input stream depending on factors like the location of the sorting facility, the equipment available in the facility, and the time of year, all of which significantly impact the composition and visual appearance of the waste stream. These changes in the data are called “visual domains”, and label-efficient adaptation of models to such domains is needed for successful semantic segmentation of industrial waste. To test the abilities of computer vision models on this task, we present the\emph {VisDA 2022 Challenge on Domain Adaptation for Industrial Waste Sorting}. Our challenge incorporates a fully-annotated waste sorting dataset, ZeroWaste, collected from two real material recovery facilities in different locations and seasons, as well as a novel procedurally generated synthetic waste sorting dataset, SynthWaste. In this competition, we aim to answer two questions: 1) can we leverage domain adaptation techniques to minimize the domain gap? and 2) can synthetic data augmentation improve performance on this task and help adapt to changing data distributions? The results of the competition show that industrial waste detection poses a real domain adaptation problem, that domain generalization techniques such as augmentations, ensembling, etc., improve the overall performance on the unlabeled target domain examples, and that leveraging synthetic data effectively remains an open …"
Disease‐driven domain generalization for neuroimaging‐based assessment of Alzheimer's disease,2024,"D Lteif, S Sreerama, SA Bargal, BA Plummer, R Au, VB Kolachalama","Human Brain Mapping 45 (8), e26707 , 2024",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:iH-uZ7U-co4C,"Development of deep learning models to evaluate structural brain changes caused by cognitive impairment in MRI scans holds significant translational value. The efficacy of these models often encounters challenges due to variabilities arising from different data generation protocols, imaging equipment, radiological artifacts, and shifts in demographic distributions. Domain generalization (DG) techniques show promise in addressing these challenges by enabling the model to learn from one or more source domains and apply this knowledge to new, unseen target domains. Here we present a framework that utilizes model interpretability to enhance the generalizability of classification models across various cohorts. We used MRI scans and clinical diagnoses from four independent cohorts: Alzheimer's Disease Neuroimaging Initiative (ADNI, n = 1821), the Framingham Heart Study (FHS, n = 304), the Australian …"
Lasagna: Layered score distillation for disentangled object relighting,2023,"D Bashkirova, A Ray, R Mallick, SA Bargal, J Zhang, R Krishna, K Saenko","arXiv preprint arXiv:2312.00833 , 2023",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:k_IJM867U9cC,"Professional artists, photographers, and other visual content creators use object relighting to establish their photo's desired effect. Unfortunately, manual tools that allow relighting have a steep learning curve and are difficult to master. Although generative editing methods now enable some forms of image editing, relighting is still beyond today's capabilities; existing methods struggle to keep other aspects of the image -- colors, shapes, and textures -- consistent after the edit. We propose Lasagna, a method that enables intuitive text-guided relighting control. Lasagna learns a lighting prior by using score distillation sampling to distill the prior of a diffusion model, which has been finetuned on synthetic relighting data. To train Lasagna, we curate a new synthetic dataset ReLiT, which contains 3D object assets re-lit from multiple light source locations. Despite training on synthetic images, quantitative results show that Lasagna relights real-world images while preserving other aspects of the input image, outperforming state-of-the-art text-guided image editing methods. Lasagna enables realistic and controlled results on natural images and digital art pieces and is preferred by humans over other methods in over 91% of cases. Finally, we demonstrate the versatility of our learning objective by extending it to allow colorization, another form of image editing."
